Fwd Rate        Rev Rate        Net Rate        Partial Equil.  Reaction String                 
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + O2 => CH3 + CO + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + H <=> CH2CHO + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + H => CH3 + CO + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + OH => CH3 + CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3CHO + HO2 => CH3 + CO + H2O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH3 + CH3CHO => CH3 + CH4 + CO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CO + H (+M) <=> CH2CHO (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + O => CH2 + CO2 + H
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + O2 => CH2O + CO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + O2 => 2 HCO + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + H <=> CH3 + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + H <=> CH2CO + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + OH <=> CH2CO + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            CH2CHO + OH <=> CH2OH + HCO
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H5 + CH3 (+M) <=> C3H8 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H8 + O <=> C3H7 + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H8 + H <=> C3H7 + H2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H8 + OH <=> C3H7 + H2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + H2O2 <=> C3H8 + HO2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H8 + CH3 <=> C3H7 + CH4
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C2H4 + CH3 (+M) <=> C3H7 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + O <=> C2H5 + CH2O
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + H (+M) <=> C3H8 (+M)
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + H <=> C2H5 + CH3
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + OH <=> C2H5 + CH2OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + HO2 <=> C3H8 + O2
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + HO2 => C2H5 + CH2O + OH
0.000000e+00    0.000000e+00    0.000000e+00    -nan            C3H7 + CH3 <=> 2 C2H5
